Farm ID,Soil Type,Soil pH,Organic Matter (%),Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Temperature (°C),Rainfall (mm),Crop Recommended
4885,Clayey,7.0,2.4,22,17,31,26,704,Rice
4886,Clayey,6.7,1.6,28,15,25,30,756,Sugarcane
4887,Clayey,6.7,2.4,28,14,26,26,842,Rice
4888,Loamy,6.4,1.6,29,18,35,25,795,Sugarcane
4889,Loamy,6.4,2.0,22,14,25,25,792,Mustard
4890,Clayey,6.7,2.8,29,16,29,28,762,Bajra
4891,Clayey,6.5,1.5,26,20,30,26,814,Mustard
4892,Loamy,6.3,1.8,19,13,34,26,738,Rice
4893,Sandy,7.4,2.4,21,14,35,28,849,Bajra
4894,Loamy,6.6,3.1,29,16,30,28,898,Wheat
4895,Sandy,6.9,2.9,25,16,32,25,807,Rice
4896,Sandy,7.2,1.5,27,18,31,29,752,Bajra
4897,Clayey,7.4,3.0,30,18,35,28,736,Wheat
4898,Sandy,7.1,2.2,29,18,28,26,756,Bajra
4899,Loamy,6.4,1.6,28,14,30,27,771,Rice
4900,Sandy,7.1,2.0,30,18,35,29,763,Rice
4901,Loamy,7.2,3.1,27,19,27,25,779,Bajra
4902,Loamy,6.4,2.4,24,10,32,30,753,Sugarcane
4903,Loamy,6.2,3.1,25,19,33,26,777,Cotton
4904,Sandy,6.3,2.0,25,19,28,26,817,Wheat
4905,Sandy,6.7,2.3,27,16,25,27,807,Bajra
4906,Sandy,6.1,2.6,20,14,34,26,872,Bajra
4907,Clayey,6.0,1.6,30,20,26,29,808,Bajra
4908,Clayey,6.3,1.8,21,15,27,27,721,Sugarcane
4909,Clayey,6.5,1.9,30,16,31,30,833,Wheat
4910,Sandy,6.9,1.6,27,19,29,27,870,Bajra
4911,Clayey,6.3,2.0,24,14,27,25,863,Rice
4912,Loamy,7.4,2.1,23,15,31,28,826,Sugarcane
4913,Clayey,7.0,2.3,26,20,35,30,740,Sugarcane
4914,Clayey,6.9,2.5,25,20,33,30,815,Cotton
4915,Clayey,7.0,1.6,21,10,29,29,715,Sugarcane
4916,Sandy,6.8,2.0,27,20,35,29,873,Sugarcane
4917,Sandy,7.2,3.0,26,14,32,27,783,Sugarcane
4918,Loamy,7.3,2.4,30,15,25,28,843,Sugarcane
4919,Sandy,7.0,3.3,27,19,34,27,719,Sugarcane
4920,Loamy,6.1,2.0,30,11,35,29,712,Sugarcane
4921,Loamy,7.4,1.5,18,13,30,26,795,Cotton
4922,Loamy,7.1,2.5,18,13,33,25,846,Mustard
4923,Loamy,6.1,1.9,30,12,35,25,872,Mustard
4924,Sandy,6.9,3.0,24,16,35,29,771,Cotton
4925,Loamy,6.4,1.7,26,17,29,26,704,Rice
4926,Sandy,6.9,3.1,21,12,29,25,838,Rice
4927,Sandy,6.5,2.7,25,17,25,26,839,Bajra
4928,Clayey,6.7,2.8,22,18,29,28,800,Sugarcane
4929,Loamy,6.3,2.3,24,14,32,27,725,Sugarcane
4930,Sandy,7.1,1.7,22,20,32,25,853,Sugarcane
4931,Loamy,7.3,2.7,20,17,34,28,862,Rice
4932,Loamy,7.0,1.7,19,17,35,25,710,Cotton
4933,Sandy,7.1,2.6,26,16,35,27,834,Cotton
4934,Clayey,7.5,1.7,28,18,26,29,833,Wheat
4935,Loamy,7.1,2.4,30,18,26,29,796,Rice
4936,Loamy,6.1,2.4,24,10,35,30,815,Mustard
4937,Sandy,7.0,3.2,23,17,31,29,864,Rice
4938,Clayey,7.3,3.2,29,12,33,29,756,Sugarcane
4939,Loamy,7.4,3.1,22,16,28,30,774,Cotton
4940,Clayey,7.4,2.7,21,16,34,27,770,Sugarcane
4941,Loamy,6.9,3.1,26,12,25,25,746,Bajra
4942,Loamy,7.1,2.1,28,17,32,30,749,Rice
4943,Loamy,6.7,2.6,22,10,32,30,802,Rice
4944,Loamy,7.2,2.8,21,17,31,25,886,Bajra
4945,Loamy,7.3,1.5,29,19,30,29,726,Sugarcane
4946,Clayey,7.2,1.6,25,10,31,29,881,Wheat
4947,Clayey,7.2,2.3,21,18,29,26,891,Mustard
4948,Loamy,6.3,2.9,27,14,34,25,845,Cotton
4949,Loamy,6.1,3.1,25,13,30,27,708,Wheat
4950,Loamy,6.5,1.9,26,14,28,26,860,Bajra
4951,Sandy,7.4,2.2,22,17,28,28,702,Rice
4952,Clayey,6.8,1.7,19,15,34,30,792,Wheat
4953,Loamy,6.8,3.2,25,20,35,27,847,Sugarcane
4954,Loamy,7.3,2.0,30,18,27,26,844,Bajra
4955,Clayey,7.2,2.1,28,15,31,25,801,Sugarcane
4956,Clayey,6.8,2.4,19,15,27,30,756,Sugarcane
4957,Sandy,6.4,1.7,20,15,34,29,781,Cotton
4958,Loamy,6.9,2.3,28,19,29,30,890,Mustard
4959,Loamy,7.4,2.0,29,10,30,25,728,Bajra
4960,Loamy,6.3,1.9,28,14,34,29,814,Sugarcane
4961,Clayey,6.4,2.9,30,15,30,27,759,Rice
4962,Sandy,6.8,3.2,30,10,34,29,735,Cotton
4963,Sandy,6.5,2.3,19,17,26,29,830,Rice
4964,Loamy,6.8,2.6,24,10,30,28,745,Sugarcane
4965,Loamy,7.2,3.4,28,12,32,27,740,Sugarcane
4966,Clayey,6.8,3.1,27,14,28,27,835,Mustard
4967,Sandy,6.4,2.8,19,15,33,25,766,Bajra
4968,Clayey,7.1,3.1,20,19,28,26,760,Sugarcane
4969,Sandy,6.1,1.9,24,11,30,25,703,Mustard
4970,Clayey,6.0,3.0,25,16,27,30,769,Mustard
4971,Loamy,6.8,1.9,18,11,34,30,776,Cotton
4972,Loamy,6.8,2.1,20,18,31,25,768,Sugarcane
4973,Clayey,7.4,2.7,29,20,28,27,881,Bajra
4974,Sandy,7.2,3.2,30,19,33,28,776,Sugarcane
4975,Sandy,6.0,2.1,22,11,34,26,777,Mustard
4976,Clayey,7.1,3.1,25,16,33,29,788,Mustard
4977,Clayey,7.4,3.3,20,16,35,25,726,Cotton
4978,Loamy,7.1,2.9,24,11,25,25,873,Rice
4979,Loamy,6.9,2.8,18,17,30,30,765,Mustard
4980,Loamy,6.9,3.4,19,17,25,30,761,Mustard
4981,Loamy,6.8,3.0,29,16,34,25,767,Sugarcane
4982,Sandy,7.4,2.9,18,10,35,29,895,Sugarcane
4983,Clayey,7.2,2.4,22,20,33,28,890,Bajra
4984,Sandy,7.0,2.3,21,13,35,28,876,Cotton
4985,Sandy,7.5,1.7,26,16,25,28,739,Cotton
4986,Clayey,6.1,2.7,22,10,32,30,838,Wheat
4987,Sandy,6.0,3.0,30,17,34,27,806,Wheat
4988,Sandy,7.2,2.6,19,16,28,29,813,Sugarcane
4989,Loamy,6.2,3.0,19,11,29,26,785,Sugarcane
4990,Sandy,6.2,1.8,26,18,30,27,838,Rice
4991,Sandy,6.5,1.9,18,10,27,30,871,Wheat
4992,Loamy,6.7,1.8,21,12,31,25,797,Wheat
4993,Clayey,7.1,2.1,19,16,35,27,809,Rice
4994,Clayey,6.8,2.3,27,18,34,28,729,Mustard
4995,Loamy,7.3,2.8,21,17,26,26,727,Cotton
4996,Loamy,6.1,1.8,27,11,29,29,778,Mustard
4997,Sandy,7.1,2.0,23,12,35,26,789,Wheat
4998,Clayey,7.4,2.4,24,17,26,27,882,Mustard
4999,Sandy,6.9,2.1,20,13,29,29,835,Cotton
5000,Sandy,6.7,2.6,18,14,29,30,786,Sugarcane
5001,Clayey,7.1,3.1,29,18,25,25,773,Sugarcane
5002,Sandy,7.0,3.0,18,15,32,26,722,Wheat
5003,Clayey,7.1,1.7,23,14,25,27,714,Sugarcane
5004,Clayey,7.3,2.8,21,10,26,26,856,Bajra
5005,Sandy,7.1,2.5,20,11,31,28,749,Mustard
5006,Loamy,7.5,2.7,25,10,33,25,773,Cotton
5007,Loamy,7.4,3.4,27,17,34,25,822,Sugarcane
5008,Clayey,6.9,2.1,20,14,27,25,829,Bajra
5009,Loamy,6.8,2.4,22,14,27,26,818,Cotton
5010,Loamy,7.1,2.2,22,16,26,25,859,Sugarcane
5011,Sandy,7.1,2.9,18,16,32,30,838,Bajra
5012,Clayey,6.2,2.8,20,12,31,28,874,Sugarcane
5013,Sandy,7.4,2.2,25,12,30,27,729,Sugarcane
5014,Loamy,6.6,3.2,21,17,34,29,762,Mustard
5015,Loamy,6.3,3.5,18,11,33,26,707,Rice
5016,Sandy,7.5,3.5,22,13,33,26,830,Sugarcane
5017,Clayey,6.5,1.8,18,17,35,29,801,Sugarcane
5018,Loamy,6.0,1.7,28,15,34,25,762,Mustard
5019,Sandy,6.8,3.3,25,16,30,27,823,Mustard
5020,Sandy,6.2,2.8,21,18,30,28,791,Mustard
5021,Loamy,7.4,2.8,18,20,25,30,784,Bajra
5022,Clayey,6.2,1.8,21,17,27,28,776,Sugarcane
5023,Clayey,7.3,1.7,23,14,25,26,729,Cotton
5024,Sandy,6.6,2.4,28,12,34,26,814,Bajra
5025,Sandy,6.8,3.4,27,18,26,26,750,Cotton
5026,Clayey,7.5,2.0,30,12,29,28,851,Mustard
5027,Sandy,7.2,3.3,23,15,31,30,845,Bajra
5028,Sandy,7.3,2.4,28,15,35,29,776,Wheat
5029,Clayey,7.5,2.2,25,10,35,27,709,Mustard
5030,Loamy,6.3,3.4,21,15,29,26,846,Rice
5031,Clayey,6.5,2.3,20,18,31,28,714,Cotton
5032,Sandy,7.4,2.3,25,14,33,29,873,Cotton
5033,Sandy,7.4,1.7,29,12,26,26,756,Rice
5034,Loamy,6.0,2.9,23,11,34,27,735,Wheat
5035,Loamy,7.2,1.6,20,17,28,30,832,Rice
5036,Loamy,7.2,3.5,27,11,29,27,765,Wheat
5037,Sandy,7.1,2.6,26,18,35,30,772,Wheat
5038,Sandy,6.9,2.7,26,17,34,26,875,Mustard
5039,Clayey,7.3,1.9,18,15,29,30,724,Cotton
5040,Sandy,6.3,3.1,23,18,26,30,734,Sugarcane
5041,Clayey,6.1,1.5,28,18,33,26,782,Bajra
5042,Sandy,7.3,1.6,23,20,31,25,744,Bajra
5043,Clayey,7.5,1.6,23,11,34,28,847,Bajra
5044,Sandy,6.3,3.2,30,15,29,25,703,Cotton
5045,Sandy,6.6,2.9,20,16,35,27,882,Sugarcane
5046,Clayey,7.3,3.3,30,12,29,25,894,Cotton
5047,Loamy,6.9,1.8,18,12,34,30,779,Sugarcane
5048,Sandy,6.5,3.0,28,15,32,25,887,Mustard
5049,Clayey,7.5,3.5,18,16,34,30,858,Cotton
5050,Loamy,6.8,3.4,26,12,27,27,801,Wheat
5051,Clayey,6.1,2.2,19,13,34,29,726,Sugarcane
5052,Loamy,7.0,1.5,27,18,34,28,860,Bajra
5053,Sandy,7.0,2.5,27,19,25,28,716,Wheat
5054,Sandy,7.4,3.3,24,20,25,27,750,Bajra
5055,Clayey,6.6,1.6,26,13,35,26,730,Bajra
5056,Clayey,6.6,2.6,22,12,30,30,705,Mustard
5057,Sandy,6.6,3.2,20,10,33,27,761,Rice
5058,Clayey,6.5,3.5,24,11,26,29,791,Mustard
5059,Loamy,7.0,2.2,23,11,33,30,732,Sugarcane
5060,Loamy,6.6,2.2,23,10,33,26,744,Bajra
5061,Loamy,6.7,2.5,19,16,32,25,746,Mustard
5062,Clayey,6.3,3.4,21,13,31,29,729,Bajra
5063,Sandy,6.9,3.0,21,17,34,27,709,Bajra
5064,Sandy,6.6,3.5,22,13,33,26,735,Bajra
5065,Loamy,6.8,1.6,24,12,26,30,715,Sugarcane
5066,Clayey,6.8,2.5,26,12,30,26,840,Sugarcane
5067,Sandy,6.1,3.3,25,13,26,29,884,Wheat
5068,Sandy,7.5,2.2,20,16,25,26,740,Cotton
5069,Loamy,7.5,2.5,27,15,34,25,849,Bajra
5070,Clayey,7.0,1.7,29,12,26,27,735,Bajra
5071,Clayey,6.7,2.6,21,12,26,30,713,Sugarcane
5072,Loamy,6.0,3.3,19,15,30,26,703,Bajra
5073,Loamy,7.5,2.3,29,16,29,30,829,Mustard
5074,Clayey,7.0,2.7,29,14,30,26,829,Rice
5075,Clayey,7.2,2.3,27,15,28,29,753,Wheat
5076,Loamy,6.8,2.6,19,15,29,25,731,Wheat
5077,Loamy,6.3,3.2,27,13,26,25,822,Mustard
5078,Loamy,6.3,1.7,23,13,29,29,850,Sugarcane
5079,Sandy,6.0,3.5,22,12,34,30,770,Rice
5080,Clayey,6.3,2.7,25,18,31,29,726,Cotton
5081,Clayey,6.1,2.0,22,10,35,29,796,Bajra
5082,Loamy,7.1,1.6,20,16,25,29,867,Bajra
5083,Clayey,6.8,2.9,28,17,25,26,887,Rice
5084,Clayey,6.0,3.4,30,10,34,27,700,Wheat
5085,Loamy,7.3,2.0,19,20,27,28,869,Mustard
5086,Sandy,6.3,2.1,24,19,28,27,836,Bajra
5087,Clayey,6.4,2.4,27,11,31,25,733,Sugarcane
5088,Clayey,6.8,2.1,30,16,25,29,717,Rice
5089,Sandy,6.0,2.0,24,13,25,28,805,Mustard
5090,Clayey,6.8,1.5,29,19,34,29,752,Mustard
5091,Loamy,6.5,2.3,26,17,32,29,790,Bajra
5092,Loamy,6.9,2.2,28,19,33,27,878,Wheat
5093,Loamy,6.2,2.9,19,10,33,26,829,Cotton
5094,Clayey,6.6,1.8,23,19,25,30,760,Sugarcane
5095,Clayey,6.9,1.7,25,13,28,30,729,Rice
5096,Clayey,7.1,1.9,23,10,33,27,800,Wheat
5097,Loamy,6.4,3.4,25,20,30,30,792,Wheat
5098,Loamy,7.2,2.8,18,15,28,25,791,Bajra
5099,Sandy,7.3,2.1,28,10,27,28,806,Cotton
5100,Clayey,7.3,1.7,28,12,28,27,785,Bajra
5101,Clayey,7.2,1.7,22,10,33,29,859,Wheat
5102,Clayey,6.2,1.7,30,17,35,28,705,Wheat
5103,Loamy,6.1,3.0,21,19,31,30,767,Bajra
5104,Clayey,6.0,2.1,21,10,25,30,740,Sugarcane
5105,Loamy,7.4,2.2,29,15,30,25,864,Cotton
5106,Loamy,6.6,3.3,19,18,30,26,713,Rice
5107,Sandy,7.1,3.2,30,10,30,30,727,Wheat
5108,Loamy,6.9,1.8,19,19,30,28,900,Mustard
5109,Loamy,6.3,2.6,30,18,25,28,802,Mustard
5110,Clayey,6.2,2.4,20,19,32,29,760,Bajra
5111,Clayey,6.0,3.5,24,13,26,29,767,Bajra
5112,Clayey,6.3,2.4,23,18,29,28,831,Wheat
5113,Sandy,7.3,2.0,27,18,30,29,759,Bajra
5114,Sandy,7.0,3.3,24,11,28,30,762,Wheat
5115,Clayey,7.4,1.8,29,14,25,28,754,Mustard
5116,Sandy,6.7,1.8,24,20,26,25,794,Cotton
5117,Clayey,6.3,1.7,27,11,31,26,811,Rice
5118,Loamy,7.3,2.8,18,10,27,29,729,Rice
5119,Clayey,6.7,3.0,22,17,35,29,789,Bajra
5120,Sandy,6.5,2.8,27,11,29,28,818,Rice
5121,Loamy,6.3,2.4,28,20,28,27,738,Mustard
5122,Clayey,7.2,2.9,27,16,25,25,859,Bajra
5123,Sandy,6.6,3.2,26,16,29,28,802,Sugarcane
5124,Loamy,7.2,2.3,23,13,35,29,760,Sugarcane
5125,Clayey,6.5,1.9,22,16,28,30,752,Mustard
5126,Clayey,6.1,2.2,22,14,30,28,718,Sugarcane
5127,Loamy,6.6,2.2,18,12,34,25,879,Wheat
5128,Sandy,6.2,1.5,18,20,33,28,787,Sugarcane
5129,Loamy,6.3,3.1,26,17,31,29,805,Mustard
5130,Sandy,7.1,1.9,20,16,31,27,770,Wheat
5131,Sandy,7.5,1.6,20,15,25,30,887,Sugarcane
5132,Sandy,7.0,2.3,18,19,35,29,831,Cotton
5133,Loamy,6.9,1.8,25,15,35,29,751,Sugarcane
5134,Clayey,7.4,1.9,24,20,35,27,776,Rice
5135,Clayey,6.9,3.3,21,14,34,26,825,Mustard
5136,Sandy,6.1,2.4,29,16,27,29,730,Wheat
5137,Clayey,7.5,3.3,18,17,33,30,855,Bajra
5138,Loamy,6.5,2.3,19,14,30,27,800,Mustard
5139,Loamy,6.8,2.7,26,18,33,28,797,Bajra
5140,Clayey,7.2,1.8,18,19,27,29,815,Bajra
5141,Loamy,7.4,3.0,20,13,25,30,858,Cotton
5142,Loamy,6.8,2.5,18,19,26,27,740,Rice
5143,Loamy,7.2,3.4,24,14,26,26,833,Cotton
5144,Sandy,6.5,2.6,19,15,28,29,867,Wheat
5145,Sandy,7.5,3.3,24,18,26,27,724,Sugarcane
5146,Loamy,6.8,2.3,27,15,26,28,747,Mustard
5147,Sandy,7.4,3.0,20,12,31,30,834,Wheat
5148,Loamy,7.4,3.4,30,18,29,30,768,Wheat
5149,Loamy,6.5,2.9,30,16,35,29,787,Mustard
5150,Sandy,6.1,2.8,19,17,26,26,760,Rice
5151,Loamy,7.0,2.7,26,15,32,29,761,Cotton
5152,Loamy,6.2,2.8,19,14,34,29,869,Bajra
5153,Loamy,7.2,1.6,18,20,29,25,870,Bajra
5154,Loamy,6.4,2.2,20,13,35,25,858,Wheat
5155,Sandy,6.8,2.8,29,19,25,26,832,Cotton
5156,Sandy,6.7,3.2,27,11,34,25,767,Bajra
5157,Sandy,6.9,1.9,28,12,32,28,795,Mustard
5158,Loamy,6.5,2.7,18,14,35,27,873,Wheat
5159,Loamy,6.7,2.4,22,15,30,29,715,Bajra
5160,Sandy,7.5,2.2,29,12,29,29,779,Cotton
5161,Clayey,7.3,1.9,25,10,31,27,764,Bajra
5162,Sandy,7.2,2.3,22,16,32,30,838,Mustard
5163,Clayey,6.7,2.1,27,19,31,26,864,Cotton
5164,Clayey,7.3,2.8,27,10,35,28,705,Wheat
5165,Loamy,7.4,3.3,30,17,28,26,790,Cotton
5166,Sandy,6.7,3.1,24,18,27,27,730,Mustard
5167,Loamy,6.8,2.8,24,13,30,30,720,Sugarcane
5168,Loamy,6.3,2.4,29,10,35,25,774,Cotton
5169,Clayey,6.0,3.4,23,15,31,29,762,Bajra
5170,Clayey,6.1,1.7,21,11,33,25,799,Cotton
5171,Loamy,6.6,2.3,26,17,29,26,773,Wheat
5172,Clayey,6.9,3.3,19,16,30,26,745,Rice
5173,Loamy,7.5,1.9,26,14,30,27,762,Wheat
5174,Clayey,6.3,2.1,25,17,26,27,822,Wheat
5175,Loamy,6.8,2.1,29,13,32,29,817,Cotton
5176,Sandy,7.0,2.2,23,15,33,26,824,Bajra
5177,Loamy,7.4,2.7,20,20,28,25,780,Wheat
5178,Loamy,7.1,2.9,23,12,27,28,723,Mustard
5179,Clayey,7.5,3.4,23,20,33,28,867,Sugarcane
5180,Loamy,7.2,1.6,28,16,25,28,809,Cotton
5181,Loamy,7.0,1.6,26,11,26,26,805,Sugarcane
5182,Sandy,6.9,1.9,28,10,32,26,822,Bajra
5183,Clayey,7.4,1.9,28,13,33,25,732,Bajra
5184,Loamy,6.2,2.5,18,18,32,29,811,Mustard
5185,Sandy,6.2,2.6,18,18,30,30,890,Mustard
5186,Clayey,6.9,3.3,24,20,29,26,812,Cotton
5187,Sandy,7.3,3.5,19,19,33,27,756,Bajra
5188,Sandy,7.2,2.3,30,14,34,30,868,Rice
5189,Sandy,7.4,2.1,22,17,35,27,716,Mustard
5190,Clayey,6.5,2.9,22,14,33,26,815,Wheat
5191,Loamy,6.0,3.4,21,10,34,30,733,Wheat
5192,Sandy,6.5,1.7,21,10,31,26,758,Sugarcane
5193,Clayey,7.0,3.0,24,11,27,25,796,Bajra
5194,Sandy,6.2,2.1,29,15,32,25,753,Wheat
5195,Sandy,6.5,2.5,20,12,30,29,796,Mustard
5196,Clayey,6.2,1.7,23,17,34,29,768,Wheat
5197,Sandy,6.3,2.2,27,14,27,27,841,Wheat
5198,Loamy,7.4,2.0,22,20,27,30,848,Bajra
5199,Loamy,6.3,2.9,28,19,25,28,877,Sugarcane
5200,Loamy,6.5,1.5,20,19,31,30,802,Cotton
5201,Loamy,7.4,1.8,28,17,33,26,877,Mustard
5202,Loamy,6.1,1.6,27,20,30,26,830,Rice
5203,Loamy,6.5,2.4,18,19,29,30,720,Cotton
5204,Sandy,6.2,1.8,24,10,25,30,795,Cotton
5205,Sandy,6.3,3.1,18,15,30,26,715,Mustard
5206,Clayey,7.0,3.4,24,14,31,30,852,Cotton
5207,Clayey,7.1,1.5,18,11,32,26,848,Rice
5208,Loamy,6.8,1.7,18,14,26,29,820,Wheat
5209,Loamy,6.8,3.2,22,19,32,25,711,Mustard
5210,Clayey,6.1,2.1,24,17,25,29,893,Wheat
5211,Loamy,6.9,1.9,25,11,33,27,880,Sugarcane
5212,Loamy,7.5,3.2,24,19,28,26,756,Bajra
5213,Sandy,6.0,2.0,28,13,35,29,750,Sugarcane
5214,Loamy,6.5,3.0,24,11,25,25,746,Rice
5215,Sandy,7.2,3.3,25,14,33,29,835,Sugarcane
5216,Sandy,7.1,1.8,27,14,29,29,845,Cotton
5217,Sandy,6.9,2.0,28,16,26,29,851,Cotton
5218,Clayey,7.2,3.1,19,10,33,30,823,Mustard
5219,Sandy,7.5,2.0,24,11,32,26,749,Bajra
5220,Clayey,7.5,1.9,24,19,35,30,868,Bajra
5221,Sandy,6.8,2.2,20,16,30,26,722,Cotton
5222,Sandy,6.7,2.3,22,19,28,25,758,Cotton
5223,Loamy,6.0,1.7,19,10,30,30,763,Sugarcane
5224,Loamy,6.0,3.5,29,12,28,29,833,Cotton
5225,Loamy,6.4,2.1,29,10,32,25,875,Wheat
5226,Clayey,6.9,2.9,25,20,27,26,880,Sugarcane
5227,Sandy,7.3,1.6,20,18,32,26,735,Wheat
5228,Clayey,6.2,3.0,28,14,29,26,860,Rice
5229,Sandy,7.0,1.8,20,18,33,28,780,Bajra
5230,Sandy,6.1,3.4,22,14,27,26,807,Cotton
5231,Clayey,7.0,1.7,21,18,26,26,794,Rice
5232,Sandy,7.3,2.5,21,16,25,26,790,Sugarcane
5233,Sandy,6.2,2.1,27,17,35,27,801,Rice
5234,Sandy,7.0,2.5,23,15,32,29,745,Wheat
5235,Loamy,7.1,2.0,19,20,26,27,724,Sugarcane
5236,Loamy,6.6,2.4,20,18,26,25,881,Mustard
5237,Loamy,6.4,2.7,19,15,32,27,803,Sugarcane
5238,Sandy,6.4,2.6,20,19,26,28,783,Wheat
5239,Loamy,7.3,1.5,30,20,26,29,780,Cotton
5240,Clayey,6.1,2.9,21,17,25,26,799,Wheat
5241,Loamy,6.8,2.0,24,18,28,25,740,Cotton
5242,Sandy,6.8,2.2,22,20,29,27,826,Sugarcane
5243,Sandy,6.6,3.2,24,10,34,26,770,Bajra
5244,Clayey,7.4,2.5,21,19,28,30,753,Bajra
5245,Loamy,6.9,3.4,27,19,33,29,797,Cotton
5246,Clayey,7.1,1.6,30,12,26,25,721,Bajra
5247,Sandy,6.0,2.9,21,17,35,30,778,Sugarcane
5248,Sandy,6.1,2.3,26,18,25,25,782,Rice
5249,Sandy,7.1,3.3,29,15,34,27,765,Mustard
5250,Loamy,6.0,1.7,30,19,31,25,804,Rice
5251,Clayey,7.1,2.4,18,14,29,28,869,Wheat
5252,Clayey,7.5,3.5,24,20,34,29,879,Mustard
5253,Clayey,6.1,3.1,21,10,29,26,752,Wheat
5254,Loamy,6.7,2.6,21,10,28,30,782,Mustard
5255,Sandy,6.0,1.9,26,10,31,29,842,Sugarcane
5256,Sandy,6.6,2.9,20,10,27,25,892,Sugarcane
5257,Loamy,6.7,2.3,28,12,28,28,837,Mustard
5258,Sandy,6.6,3.3,29,16,31,25,823,Cotton
5259,Loamy,6.1,3.5,19,13,25,28,849,Rice
5260,Clayey,6.1,1.6,28,18,28,28,716,Rice
5261,Clayey,6.8,2.3,23,18,26,27,875,Sugarcane
5262,Clayey,7.1,2.2,29,17,34,25,827,Mustard
5263,Clayey,6.7,2.0,30,19,25,30,836,Mustard
5264,Loamy,6.1,3.4,25,13,28,26,832,Wheat
5265,Clayey,6.3,2.6,27,20,34,26,843,Cotton
5266,Clayey,7.2,1.9,22,16,27,26,870,Sugarcane
5267,Clayey,6.4,2.8,27,13,32,27,779,Sugarcane
5268,Clayey,6.2,3.5,30,12,26,29,780,Rice
5269,Loamy,6.5,2.2,29,15,31,27,810,Sugarcane
5270,Sandy,6.0,3.1,23,17,35,26,810,Bajra
5271,Clayey,6.3,2.1,26,10,32,29,807,Rice
5272,Sandy,6.8,1.7,24,19,30,25,712,Rice
5273,Sandy,6.2,2.5,18,13,26,28,827,Mustard
5274,Clayey,7.0,3.5,30,10,26,29,900,Rice
5275,Clayey,6.2,2.4,29,12,27,30,826,Wheat
5276,Clayey,6.2,2.3,18,12,32,28,816,Cotton
5277,Clayey,7.0,3.4,21,12,28,25,747,Rice
5278,Sandy,6.1,2.0,24,11,33,25,874,Rice
5279,Loamy,6.9,2.8,28,16,27,30,737,Rice
5280,Sandy,6.7,2.8,19,15,31,28,821,Mustard
5281,Clayey,7.0,2.0,18,10,25,27,759,Bajra
5282,Clayey,6.7,2.5,25,12,26,29,892,Mustard
5283,Clayey,6.5,3.0,22,13,26,27,879,Wheat
5284,Sandy,7.4,2.9,29,12,30,28,706,Wheat
5285,Loamy,6.4,3.0,28,12,29,27,737,Cotton
5286,Loamy,7.0,3.3,29,15,34,29,816,Cotton
5287,Clayey,6.1,1.5,25,18,33,29,748,Sugarcane
5288,Loamy,6.8,2.7,27,13,33,25,712,Wheat
5289,Loamy,7.1,2.6,24,11,31,30,879,Sugarcane
5290,Sandy,6.3,3.2,28,18,25,29,815,Rice
5291,Loamy,7.4,3.3,25,19,34,28,775,Cotton
5292,Loamy,6.5,2.5,19,18,27,26,713,Rice
5293,Loamy,7.5,2.9,18,20,30,29,721,Wheat
5294,Clayey,6.4,3.3,24,16,29,27,873,Mustard
5295,Sandy,6.6,1.8,26,11,34,26,722,Cotton
5296,Sandy,6.8,3.2,22,11,34,29,813,Mustard
5297,Clayey,7.4,2.5,23,14,35,29,877,Wheat
5298,Loamy,6.9,2.9,24,15,25,29,879,Rice
5299,Sandy,6.6,2.1,18,10,33,28,758,Bajra
5300,Clayey,7.3,2.6,23,13,27,29,778,Wheat
5301,Clayey,6.9,1.7,22,11,33,26,750,Bajra
5302,Clayey,6.1,3.3,30,15,27,28,736,Bajra
5303,Clayey,7.4,3.4,29,20,29,25,791,Bajra
5304,Clayey,7.4,1.5,27,20,28,25,732,Cotton
5305,Sandy,7.3,3.4,22,17,28,30,800,Bajra
5306,Clayey,7.3,3.1,30,16,26,28,728,Mustard
5307,Sandy,7.1,3.0,26,10,31,27,837,Cotton
5308,Loamy,6.9,2.3,21,19,26,30,703,Bajra
5309,Sandy,6.8,1.8,28,10,26,28,765,Bajra
5310,Sandy,6.1,2.2,23,12,28,27,811,Rice
5311,Loamy,7.4,3.5,28,17,27,28,780,Bajra
5312,Sandy,6.3,2.7,23,17,26,25,754,Cotton
5313,Clayey,7.0,2.1,26,18,33,26,865,Bajra
5314,Sandy,6.1,3.0,18,11,25,28,795,Bajra
5315,Clayey,7.0,3.5,25,18,25,27,898,Bajra
5316,Loamy,6.9,2.0,26,12,33,26,878,Sugarcane
5317,Clayey,7.3,1.7,26,20,32,29,889,Bajra
5318,Loamy,6.7,2.4,26,12,29,26,713,Wheat
5319,Loamy,7.3,3.3,25,10,25,29,738,Rice
5320,Sandy,6.5,2.9,25,17,29,27,811,Sugarcane
5321,Sandy,7.3,2.1,27,11,35,26,737,Mustard
5322,Sandy,6.7,1.6,19,18,29,26,889,Rice
5323,Sandy,6.7,2.8,21,15,34,30,750,Rice
5324,Sandy,6.4,2.2,24,14,35,30,845,Sugarcane
5325,Sandy,6.4,3.5,23,20,25,29,769,Mustard
5326,Sandy,6.6,2.8,30,12,25,25,761,Rice
5327,Sandy,7.1,1.7,19,13,35,26,736,Mustard
5328,Loamy,6.1,2.8,28,17,33,27,701,Sugarcane
5329,Sandy,6.0,3.0,29,18,30,26,721,Sugarcane
